,date,ticker,TWEETS
179,2021-10-15,SNAP,$SNAP used to me $6 with a monster float $DATS only 10 mill float and the app is only going to get better plus DESKTOP VERSION COMING.
180,2021-10-15,DATS,$SNAP used to me $6 with a monster float $DATS only 10 mill float and the app is only going to get better plus DESKTOP VERSION COMING.
181,2021-10-15,DATS,$DATS We’re going to start melting up
182,2021-10-15,DATS,$DATS  https://t.co/1wH2U6THDm
183,2021-10-15,DATS,$DATS A spicy dip it will bought up
184,2021-10-14,DATS,$DATS  https://t.co/HCDV4zQAge
185,2021-10-14,DATS,$DATS GOING TO BE FUN TO SEE ALL THE SHORTS HOLDING OVER NIGHT  https://t.co/TOyMcLPA0V
186,2021-10-14,DATS,@rjgardner1207 @RipdipSal On $DATS only lol
187,2021-10-14,DATS,$DATS This monster squeeze coming will go down in history. We’re going to buttF all these short reporters.
188,2021-10-14,DATS,$DATS Now we watch shorts fuck themselves while they cover on each other. Don’t fuck with ZACK MORRIS
189,2021-10-14,DATS,$DATS Let’s do a short report at the bottom. Lol idiots squeeze these hoes. $DATS $30++
190,2021-10-14,DATS,$DATS Let’s do a short report at the bottom. Lol idiots squeeze these hoes. $DATS $30++
191,2021-10-14,DATS,@GeorgeASharp @Party_Picado You bring zero value. All you do is come hate after the run already happen and $DATS a fact
192,2021-10-14,DATS,$DATS I’m holding shares LT. I could careless of a short report comes out. I’ll gobble up the dip and f them
193,2021-10-13,DATS,$DATS We’re up 100% in 2 weeks pullback is expected
194,2021-10-13,DATS,$DATS See you on Mars  https://t.co/LKGg3Oe6Ln
195,2021-10-13,DATS,$DATS Will not end well for shorts. True story
196,2021-10-21,NFLX,"$NFLX Hmm, now youre seeing that earnings werent that bad, after all, lol  https://t.co/F362pDJwHg"
197,2021-10-21,ASAN,$ASAN $131.50 can provide next liftoff
198,2021-10-21,ASAN,Keybanc analyst Steve Enders maintains Asana $ASAN with a Overweight and raises the price target from $85 to $143.
199,2021-10-21,IWM,PS #Maliboom has long positions in three (3) of the names within the $IWM;  $ASAN $APPS and $CROX
200,2021-10-21,ASAN,PS #Maliboom has long positions in three (3) of the names within the $IWM;  $ASAN $APPS and $CROX
201,2021-10-21,APPS,PS #Maliboom has long positions in three (3) of the names within the $IWM;  $ASAN $APPS and $CROX
202,2021-10-21,CROX,PS #Maliboom has long positions in three (3) of the names within the $IWM;  $ASAN $APPS and $CROX
203,2021-10-21,NFLX,Do you think #Netflix $NFLX or a competitor will make a show or a mini-series about their current Chappelle controversy itself? 🤪
204,2021-10-21,FB,"$FB is reportedly changing their name.  https://t.co/8tQLldtYym But what are they changing it to? Wrong answers only, Go !"
205,2021-10-21,TSLA,"$TSLA TONS of premium gonna get sucked out of calls AND puts like a hoover vaccum tomorrow, eh @GerberKawasaki @sandiegosam ?  https://t.co/Jxp5um5PzT"
206,2021-10-21,TSLA,LIVE shot of $TSLA after reporting earnings  https://t.co/xQ9C56IkQI
207,2021-10-21,AAPL,"$AAPL See that ""hook down"" on the slo-sto....not a bad time to sell some, or at least ve #patience for a few days rest and a new break thru $150  https://t.co/KaR4ljmH5L"
208,2021-10-21,TSLA,"$TSLA reports after the close. If you have profits, lighten up ""some""...ok?"
209,2021-10-20,PINS,@docking @MalibuPrivate Please share your trade in $PINS
210,2021-10-20,PINS,Did you get the note last week on $PINS ? Subscribers @MalibuPrivate did. Yay ! Long live #MonkeyBusiness (unusual options activity for you newbies)  https://t.co/GxGBxM3pzA
211,2021-10-20,NUE,"If you knew what you think you know, would you be interested in a new $NUE long trade ahead of earnings Th. after the bell? I knew you would.😅"
212,2021-10-20,NFLX,"After ALL the earnings action, drama, and comedy     (Get it?) with the $NFLX earnings report, look where we are;   waiting #patience for breakout from the box  https://t.co/jc6jQMCjI6"
213,2021-10-20,PINS,"$PINS Here's why 90%+ of the time, I #SellTheSpike   (Why 90%? because unlike some people on twitter who are apparantly never wrong or never show losers, Im not perfect and make mistakes) 😉  https://t.co/212gh4dAvz"
214,2021-10-20,BROS,"$BROS All sprinters need ""rest"" days"
215,2021-10-20,COST,$COST time for a #ChannelCheck to #BLUESKY  https://t.co/4VjCkXvsNM
216,2021-10-20,AFRM,$AFRM day of rest #2
217,2021-10-20,PINS,$PINS Now THAT is a strike !  https://t.co/jPdgHT44zc
218,2021-10-20,PINS,"$PINS #superlotto from 69c to $2.85 on a fifty (50) lot. $3500 turns into $14,250 in just a few days  https://t.co/QBuZd7qP5U"
219,2021-10-20,MDB,"#Maliboom fave $MDB rejected twice (just like with the ex, lol) but if he breaks thru, that wshould set him free to new ATH's  https://t.co/Yecem16bw9"
220,2021-10-20,UPST,"I'd like another ""day of rest"" out of $UPST, maybe two"
221,2021-10-20,ASAN,$ASAN CEO is up roughly $20M in just a few weeks time. See comments below. 😁🌊⤵️
222,2021-10-20,UPST,"@commandenteSD @Scot1andT @GerberKawasaki $UPST has this potentional, as does $AFRM"
223,2021-10-20,AFRM,"@commandenteSD @Scot1andT @GerberKawasaki $UPST has this potentional, as does $AFRM"
224,2021-10-20,TLRY,"What ya smokin' man? #420 $TLRY was hot today, and his baby bro' $ACB not far behind, big breakout possible above this trendline  https://t.co/3GTDCL67de"
225,2021-10-20,ACB,"What ya smokin' man? #420 $TLRY was hot today, and his baby bro' $ACB not far behind, big breakout possible above this trendline  https://t.co/3GTDCL67de"
226,2021-10-20,NFLX,$NFLX FLAT....Like my _ _ !   Fill in the blank !  lmFao ....see ya tomorrow !
227,2021-10-20,NFLX,"$NFLX  reported quarterly earnings of $3.19 per share which beat the analyst consensus estimate of $2.56 by 24.61$ an 83% increase over earnings of $1.74. The co, reported quarterly sales of $7.48B billion which beat the analyst estimate by 0.04%. This is a 16.27% increase"
228,2021-10-20,NFLX,$NFLX get ready for fireworks !
229,2021-10-19,TEAM,Live look at $TEAM  https://t.co/fQIv6424Oo
230,2021-10-19,ASAN,$ASAN Here. We. Are. ⤵️  https://t.co/gYVdf8bL0w
231,2021-10-19,PINS,"Our $PINS call from yesterday over @MalibuPrivate already up 50%, now THAT is a stike !  https://t.co/CnxVgdcsye"
232,2021-10-19,DOCN,$DOCN needs $94.64 to accelerate
233,2021-10-19,ASAN,"When ya get 100% on $ASAN in five (5) days, ya take some off, and #TootsieRoll some higher  https://t.co/vBTetlEks6"
234,2021-10-19,NFLX,$NFLX after earnings
235,2021-10-19,ASAN,LIVE look at $ASAN  https://t.co/XIx8wvCID6
236,2021-10-19,ASAN,Textbook cup-n-handle breakout on $ASAN  https://t.co/EsSfLtF6MG
237,2021-10-19,ASAN,$ASAN #MALIBOOM #3  https://t.co/JAc0bKNOdU
238,2021-10-19,UPST,$UPST getting a much needed rest.
239,2021-10-19,MTCH,$MTCH #Monkeybusiness Nov19 $160Cs and $175Cs  Hmm @sandiegosam is dating again? 🤪
240,2021-10-19,ASAN,$ASAN  https://t.co/Bx4wsEHeBa
241,2021-10-19,ASAN,$ASAN Repeat after me #Maliboooooooom ! Eh @sandiegosam @commandenteSD @Trendspider_J  https://t.co/lfQCCiIVDd
242,2021-10-19,ASAN,$ASAN ready for liftoff. #TrainTheEye  https://t.co/jmKfy6Bk8M
243,2021-10-19,NFLX,"$NFLX reports tonight after the bell.  Is the price built in and he drops, or does he head closer to magical $1G?"
244,2021-10-19,FANG,"Here's one you can sink your teeth into;  $FANG (Get it?) lol  Upgraded this morning, if he gets above yesterdays highs, $114.73, classic @Malibuinvest @MalibuPrivate   #ElSquueeezzoo possible 😉"
245,2021-10-19,M,Does $M get a Day 1 of rest? or not?
246,2021-10-19,UPST,$UPST news from late day yesterday  https://t.co/YfRfkkoXCS
247,2021-10-19,M,"Doing some shopping for my upcoming Europe trip. I just had to, got no warm clothes in Fla. Long $M @MalibuPrivate #ELSquuueeezzzoo  https://t.co/GmgVVHcOSR"
248,2021-10-19,M,$M calls wow up 300%+ $25Cs  $1 to $4.05
249,2021-10-19,DNA,Will you share your $DNA with anyone in November?  https://t.co/kwuezTRzEb
250,2021-10-19,M,$M calls from last week over @MalibuInvest almost 300% now
251,2021-10-19,RIOT,$RIOT #Suerlotto Oct22 $30Cs👀👀
252,2021-10-18,M,$M NHOD 250% returns now in just three (3) days
253,2021-10-18,AMD,215% on $AMD $1.65 to $5.20 in five (5) days Rolling up here  https://t.co/Wp0QwrbSQo
254,2021-10-18,M,"$M up 6%+ Would be highest close since  April 8, 2019 , when it closed at  $25.66  -- On pace for largest percent increase since  Aug. 19, 2021 , when it rose 19.59%, Up 13% month-to-date @MalibuPrivate was on it last week :-)"
255,2021-10-18,COST,$COST see what I see?  If not #TrainTheEye  https://t.co/Em9Sg0ePGP
256,2021-10-18,REAL,Now this man can afford a pair of Ferragamos from $REAL ! ⤵️
257,2021-10-18,DPZ,"Dominos pizza $DPZ ""delivering"" today (sorry, I had to) LOL"
258,2021-10-18,M,"Hey team, I just made a comment on $M over on my public page @malibuinest please take a moment and confirm, thanks !"
259,2021-10-18,M,@HerbTabin Take me shooping at $M Palm Beach Gardens. Need some new Farragamos  https://t.co/eKatvRGXmo
260,2021-10-18,M,$M on the verge of a big breakout  https://t.co/FBymZy23pJ
261,2021-10-18,TSLA,Selling some/keeping some $TSLA from long term account (I never have a problem selling into strength)  https://t.co/8GVxhOL2HV
262,2021-10-18,UPST,$UPST profits $$ moving to $ASAN?
263,2021-10-18,ASAN,$UPST profits $$ moving to $ASAN?
264,2021-10-18,DKNG,"$DKNG Polygon, an Ethereum-based scaling platform today announced a blockchain collaboration with DraftKings Marketplace, a digital collectibles ecosystem built by DraftKiings for mainstream accessibility to support custom NFT drops along with secondary-market transactions."
265,2021-10-18,TSLA,"$TSLA above $900.50 get can to the magical $1K. Its not that the buying volume is massive, it's that not lot of people appear to be selling. ER coming, so careful"
266,2021-10-18,NFLX,"$NFLX (revisited)  So he's had a great run lately, right? BUT #earnings coming up Tuesday after the close. Does  he shoot higher, or drop lower? Or? (Sorry I couldnt add #5, (Flat, like my ex) :-)~"
267,2021-10-18,COST,"$COST #channelcheck Northlake #WPB , very busy, youd think Xmas was around the corneror somethinh  https://t.co/CuMOwwQlju"
268,2021-10-17,COST,"@FortTomF ....actually just got to $COST, sorry to burst your bubble lol"
269,2021-10-17,DE,$DE Interesting developments on the labor front  https://t.co/x1DGFVjPxH
270,2021-10-17,TSLA,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
271,2021-10-17,NFLX,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
272,2021-10-17,CLF,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
273,2021-10-17,SNAP,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
274,2021-10-17,INTC,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
275,2021-10-17,HAL,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
276,2021-10-17,NUE,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
277,2021-10-17,UAL,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
278,2021-10-17,LRCX,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
279,2021-10-17,STLD,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
280,2021-10-17,FCX,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
281,2021-10-17,CROX,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
282,2021-10-17,ISRG,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
283,2021-10-17,PM,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
284,2021-10-17,CMG,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
285,2021-10-17,NEE,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
286,2021-10-17,KSU,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
287,2021-10-17,VLO,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
288,2021-10-17,LVS,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
289,2021-10-17,SAM,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
290,2021-10-17,IBM,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
291,2021-10-17,ANTM,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
292,2021-10-17,DHR,"ER this coming week, a few names I'll be watching/possibly trading, seeking #MonkeyBusiness $TSLA $NFLX $CLF $SNAP $INTC $HAL $NUE $UAL $LRCX $STLD $FCX $CROX $ISRG $PM  $CMG $NEE $KSU $VLO $LVS  $SAM $IBM $ANTM $DHR"
293,2021-10-17,NFLX,More on $NFLX  https://t.co/TozXidwHNI
294,2021-10-17,NFLX,Long $NFLX and technically ready to break higher. 🤨  https://t.co/XsYtftOxYP
295,2021-10-16,CROX,"$CROX charms, cute !  https://t.co/m7R7Gp1YBG"
296,2021-10-16,CROX,"You already know Im long $CROX, but now I can pick some cool swag charms to.put in the holes in the shoes here at the Saturfay street fair #WestPalmBeach  https://t.co/nH6XHOMNsH"
297,2021-10-16,UAL,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
298,2021-10-16,AAL,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
299,2021-10-16,UAL,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
300,2021-10-16,LUV,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
301,2021-10-16,SAVE,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
302,2021-10-16,RCL,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
303,2021-10-16,CCL,"#RevengeTravel ? I hadnt heard the term either but, the last flight I took on $UAL was sold out last week. #Airlines #Cruiselines #stock #stonks (No position for me)  $AAL $UAL $LUV $SAVE $RCL $CCL   https://t.co/BBM9u1ughY"
304,2021-10-16,UPST,$UPST  https://t.co/c675YB2G7v
305,2021-10-16,UPST,@MarketRebels $UPST #simple
306,2021-10-16,TSLA,🧲$900s🧲 $TSLA
307,2021-10-15,UPST,"$UPST sold some more $1700 to $5100 took about three (3) days, only 1 contract in this acct is all it took.  https://t.co/Vblb9JkRCV"
308,2021-10-15,M,"$M Macy's breaking out, and yes, we got it earlier over @MalibuPrivate  https://t.co/lYuMAXql2u"
309,2021-10-15,UPST,$UPST 🧲$400s 🧲
310,2021-10-15,ODFL,$ODFL #TrainTheEye👁️  https://t.co/Pmy27RVcPW
311,2021-10-15,BBIG,$BBIG  Public Float 90.45 M Shares Sold Short 22.82 M Percent of Float  25.23%
312,2021-10-15,ASAN,@saxena_puru See $ASAN ceo bought $50m worth last week
313,2021-10-15,BILL,Hey $BILL are you attempting to breakout of chart hell?  https://t.co/4247geB3I0
314,2021-10-15,UPST,$UPST Oct15th $380Cs talk about a #superlotto almost 6500 of em already👀👀
315,2021-10-14,PINS,Lots O' peeps bowling into next weeks  $PINS $55Cs🎳🎳🎳  https://t.co/WT58NcungB
316,2021-10-14,UPST,"When $13K becomes $28K in just two (2 days) in $UPST, gonna #TootieRollUp a portion, and place more in $ASAN 🌊🌊🌊⤵️  https://t.co/1g2FewK48s"
317,2021-10-14,ASAN,"When $13K becomes $28K in just two (2 days) in $UPST, gonna #TootieRollUp a portion, and place more in $ASAN 🌊🌊🌊⤵️  https://t.co/1g2FewK48s"
318,2021-10-14,INTU,Ready for tax season? (I'm not) lol.... It's closer than you think ! Why not get some of that tax money back? $INTU #TrainTheEye👁️  https://t.co/rH8NxP0nGj
319,2021-10-14,ASAN,$ASAN ceo BOUGHT $50M of stock recently.  https://t.co/ArOSi2RxWt Just sayin' 😉
320,2021-10-14,LOKB,$LOKB recent IPO #SPAC @sandiegosam BIG insider buy  https://t.co/sKAdarwc3h
321,2021-10-14,CLOV,"$CLOV #MonkeyBusiness Willing to risk a dime to make a quarter, 50c or $1?  #superlotto expire tomorrow  https://t.co/aRHIXx0bxf"
322,2021-10-14,MDB,$MDB #Patience It's coming  https://t.co/JxudrO1IOJ
323,2021-10-14,UPST,$UPST a #Maliboom favorite since $130s and IRA placement ...new ATHs  https://t.co/HJu4ZZdZXN
324,2021-10-14,TSLA,#MonkeyBusiness in $TSLA  Oct15th  $820Cs expire tomorrow🐵🐵🐵
325,2021-10-14,ZS,$ZS $8.35 to $19.10 SOLD...sorry it took three (3) whole days 😉  https://t.co/fAWJfeGVlU
326,2021-10-14,ASAN,"$ASAN #TrainTheEye 👁️ you know whats coming, dont ya?  https://t.co/LYd4PtfzIz"
327,2021-10-14,ASAN,"Good mornimg  senor $ASAN. Did you know, the CEO, was buy buying stock as recently as last week?  They only do that for one reason; they think the stock is cheap. #Bullish #TheFourHorsemen   https://t.co/1gIMx7EOpn"
328,2021-10-14,FUBO,@Trendspider_J $FUBO nick is #Football  https://t.co/UTZ6TrvCsD
329,2021-10-14,SNOW,**long $SNOW NEXT weeks $340Cs at $3.80 stops at $2**
330,2021-10-14,SNOW,"$SNOW forecast to get blizzard like above $328.16, cam use #superlotto $330C or next week $335  $340  https://t.co/2lswAzDEB0"
331,2021-10-14,AOL,@sandiegosam Long $AOL
332,2021-10-14,NFLX,Long $NFLX
333,2021-10-13,UPST,$UPST There. He. Goes.  https://t.co/soDTdNx5AN
334,2021-10-13,UPST,$UPST above $340 goes zoom zoom  https://t.co/jifVCIrQ3h
335,2021-10-13,UBER,$UBER Oct15th $47Cs 👀👀
336,2021-10-13,ABNB,$ABNB needs $176  https://t.co/1HmADcxa1n
337,2021-10-13,AFRM,$AFRM +$20 higher now
338,2021-10-13,DOCN,"@saxena_puru What, no $DOCN ? 😇"
339,2021-10-13,ALGN,@optionsmafia1 Sounds like the spreads need $ALGN ers 😋
340,2021-10-13,ZS,$ZS and $300s be like  https://t.co/oopQRvAZ4M
341,2021-10-13,AFRM,I can $AFRM $147 is key
342,2021-10-13,DOCN,$DOCN $100s🧲🧲
343,2021-10-13,WMT,$WMT $FDX  https://t.co/9KJlfgT420
344,2021-10-13,FDX,$WMT $FDX  https://t.co/9KJlfgT420
345,2021-10-13,UPST,"$UPST at $346,64 goes....  https://t.co/biUBS9oEEM"
346,2021-10-13,LVMH,"@4VictoriaBC1 @BrianFeroldi Bars have nothing to do with this, totals cant compare to $LVMH shoes or bags. 🤨"
347,2021-10-13,ASAN,$ASAN  about to Busta' move  https://t.co/CSDZpDZLQQ
348,2021-10-13,DOCN,$DOCN 🤨 #TrainTheEye 👁️  https://t.co/XVTFrOEz9f
349,2021-10-13,AFRM,$AFRM that sure looks like a high tight flag (my ex has a high tight.......😇) next #Malibooom coming at $147  https://t.co/LauYemze2r
350,2021-10-13,CCJ,#Maliboooom  on $CCJ !
351,2021-10-12,ASAN,$ASAN Did YOU get tbe memo over @MalibuPrivate lil while ago? ⤵️🌊🌊  https://t.co/kQTP2V29tv
352,2021-10-12,ABNB,"from Monday's close at  $166.67 . The bottom line: Kopelman thinks the Street consensus is far too conservative about the company's outlook.  $ABNB was up 4.7%, at  $174.44 , in recent trading."
353,2021-10-12,ABNB,"$ABNB news; Airbnb  shares are gaining ground Tuesday after Cowen analyst  Kevin Kopelman  upped his rating on the short-term real estate rental service to Outperform from Market Perform. He increased his price target to  $220  from  $160 , implying more than 30% potential upside"
354,2021-10-12,ABNB,$ABNB $176 is your next long trigger
355,2021-10-21,DWAC,$DWAC / Trump Media presentation linked.   https://t.co/pzzAx1KI4o
356,2021-10-21,DWAC,Well...here we are...$DWAC to combine with Trump Media &amp; Technology Group at an EV of $875 million with a potential additional earnout of $825 million. $DWAC #SPAC    https://t.co/yUwf0IW5gg
357,2021-10-20,BOWX,"Hard to tell with the way they worded it, but it looks like $BOWX only had ~28% redemptions, which is pretty good right now. Regardless, BowX secured the shareholder vote today for their combination with WeWork. Expected to start trading as WE on 10/21   https://t.co/9J05iItpI3"
358,2021-10-18,GSAH,"GS Acquisition $GSAH pre-announces closing ahead of vote tomorrow. Expects to keep $554 million in trust, which equals ~26% redemptions. A good redemption result!  $GSAH will combine with Mirion Technologies, which focuses on radiation detection and measurement."
359,2021-10-18,GSAH,"GS Acquisition $GSAH pre-announces closing ahead of vote tomorrow. Expects to keep $554 million in trust, which equals ~26% redemptions. A good redemption result!  $GSAH will combine with Mirion Technologies, which focuses on radiation detection and measurement."
360,2021-10-15,SPAC,"Friday's Top 3 SPAC Targets is out now!  This week's focus is on 5G/Fiber...covering land, sea and air. Although ""air"" is technically space...Check it out. This one is a fun read with really interesting targets. #SPAC $SPAC    https://t.co/RjW9FU3Hxs"
361,2021-10-15,ADER,"Deal Announcement!  26 Capital $ADER to combine with Okada Manila, an integrated gaming resort in the Phillippines, for $2.6bn in enterprise value. #SPAC    https://t.co/R03AWtXmaV"
362,2021-10-14,HZAC,Horizon $HZAC deal gets a PIPE investment from DraftKings $DKNG ahead of combo with Vivid Seats   https://t.co/jmZd8Yicn3
363,2021-10-14,DKNG,Horizon $HZAC deal gets a PIPE investment from DraftKings $DKNG ahead of combo with Vivid Seats   https://t.co/jmZd8Yicn3
364,2021-10-14,ACEV,"Deal Announcement!  Ace Convergence $ACEV to combine with Tempo Automation Inc., ""a software-accelerated electronics manufacturer"", for $919M equity value.   https://t.co/jz6ODaEjFU"
365,2021-10-13,PPGH,New Podcast out now!  This week we speak with Gogoro Co-founder &amp; CEO @Horaceluke and Poema CEO Homer Sun $PPGH. We discussed the future of mobility in the middle of the EV revolution and their battery swapping model. Give it a listen! @WeAreGogoro #SPAC    https://t.co/qP74Zr5Z1p
366,2021-10-13,RBAC,Deal Announcement!  Seat Geek confirmed!   To combine with Redball Acquisition Corp. $RBAC for $1.35 bn enterprise value.   https://t.co/fFFOgfo2kO
367,2021-10-12,DUNE,Deal Announcement  Dune $DUNE to combine with TradeZero for $556M EV.   https://t.co/y5FOofzoY3
368,2021-10-11,PPGH,@BBbojangles @WeAreGogoro @BillSPACman @SpacGuru @SpacBobby @SpacTiger @spacanpanman We have a new podcast coming out on Wednesday with Gogoro...you'll want to listen in. $PPGH
369,2021-10-09,RBAC,"@PPLongspacking @SPAC_Sozzi @Spac_Beattie @ClaytonNicholas Haha.  I think people were burned on Lucid rumors. Not going to make that mistake again. Plus, $RBAC has had rumored deals before and that didn't pan out. So I'm sure there's some skepticism."
