,Unnamed: 0,date,ticker,TWEETS,Vader Sentiment,Vader Analysis
152,152,2021-08-10,ASAX,📢 $ASAX entered into a definitive agreement with HotelPlanner +  https://t.co/E6LqqIPQFI  💵Enterprise value $567M  The combined company will keep the HotelPlanner name after consummation.   $ASAX 🔜 $HOTP   https://t.co/uC52OQ5ixU,0.6808,Positive
153,153,2021-08-10,ASAX,📢 $ASAX entered into a definitive agreement with HotelPlanner +  https://t.co/E6LqqIPQFI  💵Enterprise value $567M  The combined company will keep the HotelPlanner name after consummation.   $ASAX 🔜 $HOTP   https://t.co/uC52OQ5ixU,0.6808,Positive
154,154,2021-08-10,HOTP,📢 $ASAX entered into a definitive agreement with HotelPlanner +  https://t.co/E6LqqIPQFI  💵Enterprise value $567M  The combined company will keep the HotelPlanner name after consummation.   $ASAX 🔜 $HOTP   https://t.co/uC52OQ5ixU,0.6808,Positive
155,155,2021-08-06,CMLT,$CMLT entered into a definitive agreement with EQRx  💵Enterprise value of $3.65B  The transaction is expected to provide up to $1.8B in cash proceeds to EQRx    https://t.co/8oD1V1NivL,0.6808,Positive
156,156,2021-08-05,PDAC,"🏁 $PDAC - Li-cycle   $PDAC Announces Shareholder Approval of Business Combination with Li-Cycle Corp. with Minimal Redemptions   📌11% of the total shares being redeemed  $PDAC 🔜 $LICY 🗓️August 10, 2021   https://t.co/Eyo6e89nVg",0.7996,Positive
157,157,2021-08-05,PDAC,"🏁 $PDAC - Li-cycle   $PDAC Announces Shareholder Approval of Business Combination with Li-Cycle Corp. with Minimal Redemptions   📌11% of the total shares being redeemed  $PDAC 🔜 $LICY 🗓️August 10, 2021   https://t.co/Eyo6e89nVg",0.7996,Positive
158,158,2021-08-05,PDAC,"🏁 $PDAC - Li-cycle   $PDAC Announces Shareholder Approval of Business Combination with Li-Cycle Corp. with Minimal Redemptions   📌11% of the total shares being redeemed  $PDAC 🔜 $LICY 🗓️August 10, 2021   https://t.co/Eyo6e89nVg",0.7996,Positive
159,159,2021-08-05,LICY,"🏁 $PDAC - Li-cycle   $PDAC Announces Shareholder Approval of Business Combination with Li-Cycle Corp. with Minimal Redemptions   📌11% of the total shares being redeemed  $PDAC 🔜 $LICY 🗓️August 10, 2021   https://t.co/Eyo6e89nVg",0.7996,Positive
160,160,2021-08-04,AN,$AN AutoNation kept the momentum  Adam is still adamant about the SELL rating.   $AN went from $60s to $110s during that 6-month period.  3/4  https://t.co/e2bzB1Dj0x,0.0,Neutral
161,161,2021-08-04,AN,$AN AutoNation kept the momentum  Adam is still adamant about the SELL rating.   $AN went from $60s to $110s during that 6-month period.  3/4  https://t.co/e2bzB1Dj0x,0.0,Neutral
162,162,2021-08-04,TSLA,"And he was pretty late to the $TSLA party 🗑️   As an analyst focusing on car industry, this is a pretty embarrassing performance 👇   2/4  https://t.co/uI5mBtILIH",0.7579,Positive
163,163,2021-08-04,MVST,Adam Jonas from Morgan Stanley started $MVST coverage at $6 price target.   Let's look at his performance in detail 👀  Same Adam Jonas gave a BUY rating to Fisker when it was trading at all time high at $28 $FSR 👇  1/4  https://t.co/79V6Ns7cyT,0.0,Neutral
164,164,2021-08-04,FSR,Adam Jonas from Morgan Stanley started $MVST coverage at $6 price target.   Let's look at his performance in detail 👀  Same Adam Jonas gave a BUY rating to Fisker when it was trading at all time high at $28 $FSR 👇  1/4  https://t.co/79V6Ns7cyT,0.0,Neutral
165,165,2021-09-02,SPCE,$SPCE Put/Call: 17.6K/71.5K,0.0,Neutral
166,166,2021-09-02,SPCE,"$SPCE Sweeper Alert 🧹  4,912 x 17SEP21 27.5C = $752.5K  Premium: $1.53 (ABOVE ASK)  Spot: 27.34",0.296,Neutral
167,167,2021-09-02,AFRM,$AFRM Gap filled on 5 min followed by a flush. These contracts briefly touched $8.2  https://t.co/ERTrLchp8E,0.0,Neutral
168,168,2021-09-02,U,$U Ascending Triangle breakout.  https://t.co/UB32z7Bzdf,0.0,Neutral
169,169,2021-09-02,SPOT,$SPOT Put/Call: 2K/16K,0.0,Neutral
170,170,2021-09-02,SPOT,$SPOT Breakout and continuation higher.  https://t.co/TMteBpqoIH,0.0,Neutral
171,171,2021-09-02,PLTR,$PLTR Put/Call: 6.4K/36K,0.0,Neutral
172,172,2021-09-02,NFLX,$NFLX 3SEP21 600C  https://t.co/ulLpVWJghe,0.0,Neutral
173,173,2021-09-02,CHWY,$CHWY Getting punished by the street.  Q2 Sales Actual: $2.16B Q2 Sales Estimate: $2.20B  https://t.co/JhABKyACdU,-0.4588,Neutral
174,174,2021-09-01,NFLX,$NFLX Taking the next leg higher. Bull sweepers keep adding.  https://t.co/0A1iUCrdlk,0.0,Neutral
175,175,2021-09-01,QQQ,$QQQ Flagging big time on the 5 min. MACD Starting to curl higher.  https://t.co/VFvwHa09ly,0.0,Neutral
176,176,2021-09-01,MSFT,$MSFT Dark Pool Prints  300K @ $302.77 = $90M 223.6K @ $302.88 = $67M  https://t.co/UIGlRtBpDY,0.0,Neutral
177,177,2021-09-01,MU,$MU Trader writes the 70/55P put spread collects $1M  https://t.co/9AJEzZ5AOC,0.0,Neutral
178,178,2021-09-01,BBIG,$BBIG BULLETS 💥  https://t.co/bEnpktab8f,-0.3612,Neutral
179,179,2021-09-01,ROKU,$ROKU Put/Call: 12.7K/72K,0.0,Neutral
180,180,2021-09-01,TSLA,$TSLA Sweeper Alert 🧹  577 x 19NOV21 700C = $4.93M  Premium: $85.39 (ASKSIDE)  Spot: 739.58  *Very large amount of flow into this series*,0.296,Neutral
181,181,2021-09-01,TSLA,$TSLA 19NOV21 700C  https://t.co/Rj5C38qtfD,0.0,Neutral
182,182,2021-09-01,MSFT,$MSFT &amp; $GOOGL Monthly 👌  https://t.co/UNXJZWS8MF,0.7297,Positive
183,183,2021-09-01,GOOGL,$MSFT &amp; $GOOGL Monthly 👌  https://t.co/UNXJZWS8MF,0.7297,Positive
184,184,2021-06-09,WWE,Called it. $WWE,0.0,Neutral
185,185,2021-05-31,T,Short $T. #MareOfEasttown,0.0,Neutral
186,186,2021-04-06,DMYD,Great work everyone. $DMYD,0.6249,Positive
187,187,2021-04-06,DMYD,We going to break $9 on the $DMYD warrants today?,0.0,Neutral
188,188,2021-04-05,DMYD,Anyone else excited to watch $DMYD blast off tomorrow?,0.34,Neutral
189,189,2021-03-29,WWE,$WWE,0.0,Neutral
190,190,2021-03-29,PSTH,What rumored $PSTH target would you most like to see? Feel free to comment with others. #tontards,0.7264,Positive
191,191,2021-03-26,RBAC,"Been sitting quietly lately. Got out of $RBAC and $FUSE units up just a little. Rolled all that capital into $PSTH. In times like these, quality is key.",0.3612,Neutral
192,192,2021-03-26,FUSE,"Been sitting quietly lately. Got out of $RBAC and $FUSE units up just a little. Rolled all that capital into $PSTH. In times like these, quality is key.",0.3612,Neutral
193,193,2021-03-26,PSTH,"Been sitting quietly lately. Got out of $RBAC and $FUSE units up just a little. Rolled all that capital into $PSTH. In times like these, quality is key.",0.3612,Neutral
194,194,2021-09-02,BGFV,LIVE shot of $BGFV Big 5 sporting goods stock today (which I reco'd to @MalibuPrivate team members last week near $25/26....sold the rest on todays #SellTheSpike !  https://t.co/4PIr2xpxNq,0.0,Neutral
195,195,2021-09-02,UPST,"NEW ATH's ....by show of hands, who still has $UPST?",0.0,Neutral
196,196,2021-09-02,POOL,$POOL cannonball for the shorts ! new ATH's !  https://t.co/1plgnBZZTT,0.0,Neutral
197,197,2021-09-02,DOCS,$DOCS  to $100s be like  https://t.co/3Gpycd0L3x,0.3612,Neutral
198,198,2021-09-02,ASAN,$ASAN to $100s be like  https://t.co/kRckxgqUuV,0.3612,Neutral
199,199,2021-09-02,ASAN,Gooood morning professor $ASAN !  https://t.co/uPZOK96tRJ,0.0,Neutral
200,200,2021-09-02,ASAN,$ASAN I expect upgrades and targets raised tomorrow...well see,0.0,Neutral
201,201,2021-09-02,BGFV,@nick0demus @GreekTrader777 @MalibuPrivate put out the $BGFV trade last week near $26. call options made 100-400% already. 😁,0.4588,Neutral
202,202,2021-09-02,ASAN,"BEAT &amp; Raised, the two (2) magic words. $ASAN 2nd quarter revs growth accelerated to 72%. Revs from customers spending  $5,000+ grew 97% year over year Customers spending  $50,000  or more on an annualized basis increased to 598, up 111% year over year Raised 2022 outlook",0.5719,Positive
203,203,2021-09-02,AAPL,"$AAPL did you #SellTheSpike? If you didnt, rut roh  https://t.co/9a10dztI6g",0.0,Neutral
204,204,2021-09-02,ASAN,"$ASAN reports after the bell. You can sell all you have, sell half, let half ride, or can be super aggressive and add. If #bullish This mo $85C or next mo $90C",0.5106,Positive
205,205,2021-09-02,POOL,"$POOL hammered lower $-12 earlier, now almost back to zero. Explosive potential setup  https://t.co/VF5KiM61yi",-0.296,Neutral
206,206,2021-09-01,ROKU,$ROKU ready for another leg higher? Needs $374.75  https://t.co/Jr55VdVD48,0.3612,Neutral
207,207,2021-09-01,BGFV,$BGFV day 2 (of 3),0.0,Neutral
208,208,2021-09-01,F,"Its likely that @commandenteSD and @sandiegosam favorite FORD $F is now the Raptor truck, she's lookin directly at you guys !  https://t.co/yvxdxgTkH0",0.5093,Positive
209,209,2021-09-01,AMBA,$AMBA crazy breakout,-0.34,Neutral
210,210,2021-09-01,PINA,"$PINA Sep3rd $63Cs....👀👀 thats a stretch, but Id prefer more time",0.0,Neutral
211,211,2021-09-01,ROKU,$ROKU #Maliboom !  https://t.co/4xbrViNkcN,0.0,Neutral
212,212,2021-09-01,ROKU,$ROKU Sep $400s heating up 😉,0.0,Neutral
213,213,2021-09-01,LCID,$LCID goin the way of $NKLA @sandiegosam ?  https://t.co/s7cHgeCNU1,0.0,Neutral
214,214,2021-09-01,NKLA,$LCID goin the way of $NKLA @sandiegosam ?  https://t.co/s7cHgeCNU1,0.0,Neutral
215,215,2021-09-01,XPEV,$XPEV $TSLA Covid-19 and the semiconductor shortage are hitting electric vehicle stocks again as Chinese August electric vehicle deliveries came up short. $NIO stock down 4.7% and $XPEV) shares are off 2%.  $TSLA are also taking a small hit off the Chinese delivery results,0.0516,Neutral
216,216,2021-09-01,TSLA,$XPEV $TSLA Covid-19 and the semiconductor shortage are hitting electric vehicle stocks again as Chinese August electric vehicle deliveries came up short. $NIO stock down 4.7% and $XPEV) shares are off 2%.  $TSLA are also taking a small hit off the Chinese delivery results,0.0516,Neutral
217,217,2021-09-01,NIO,$XPEV $TSLA Covid-19 and the semiconductor shortage are hitting electric vehicle stocks again as Chinese August electric vehicle deliveries came up short. $NIO stock down 4.7% and $XPEV) shares are off 2%.  $TSLA are also taking a small hit off the Chinese delivery results,0.0516,Neutral
218,218,2021-09-01,XPEV,$XPEV $TSLA Covid-19 and the semiconductor shortage are hitting electric vehicle stocks again as Chinese August electric vehicle deliveries came up short. $NIO stock down 4.7% and $XPEV) shares are off 2%.  $TSLA are also taking a small hit off the Chinese delivery results,0.0516,Neutral
219,219,2021-09-01,TSLA,$XPEV $TSLA Covid-19 and the semiconductor shortage are hitting electric vehicle stocks again as Chinese August electric vehicle deliveries came up short. $NIO stock down 4.7% and $XPEV) shares are off 2%.  $TSLA are also taking a small hit off the Chinese delivery results,0.0516,Neutral
220,220,2021-09-01,LCID,"$LCID #ICYMI  Lucid Announces Production Preview Week at AMP-1, Kicking Off the Week of September 27  https://t.co/l1FdtqFuPj",0.0,Neutral
221,221,2021-09-01,MRNA,Hmmm #Logic   Long $MRNA $NVAX etc....                  Short #ignorance #innocence  https://t.co/NFFW2M7H8z,0.0258,Neutral
222,222,2021-09-01,NVAX,Hmmm #Logic   Long $MRNA $NVAX etc....                  Short #ignorance #innocence  https://t.co/NFFW2M7H8z,0.0258,Neutral
223,223,2021-09-01,POOL,$POOL ready for takeoff  https://t.co/WZSUuyEEvd,0.3612,Neutral
224,224,2021-09-01,AMSC,Putting this on my lunch @sandiegosam @smartertrader but it could be used for some stocks today like $AMSC  https://t.co/4syCtKAAPG,0.5023,Positive
225,225,2021-08-31,AMSC,$AMSC #TrainTheEye  https://t.co/QuyCknYEyA,0.0,Neutral
226,226,2021-08-31,U,"Hey you, did YOU trade $U with @MalibuPrivate? Twas the 2nd week of Aug for 100-300% gains, same thing poss here above $129 #TrainTheEye  https://t.co/9nXAsncNkk",0.34,Neutral
227,227,2021-08-31,SQQQ,Feel better with a #hedge ?  #superlotto $SQQQ $7.5Cs near 8c could do the trick,0.4019,Neutral
228,228,2021-08-31,DAO,"$DAO peek a boo, look up ahead  https://t.co/b61CUIjy8z",0.0,Neutral
229,229,2021-08-31,POOL,"We're close to making waves, in our $POOL  https://t.co/xdnBA2XUac",0.0,Neutral
230,230,2021-08-31,AAPL,"$AAPL no ""day 2"" follow thru.....yet",-0.296,Neutral
231,231,2021-08-31,ZM,$ZM ing lower,-0.296,Neutral
232,232,2021-08-31,RACE,Hangin out with @nick_edinburgh in #BeverlyHills checkin out the $RACE cars @sandiegosam  https://t.co/lDEd11t8SL,0.0,Neutral
233,233,2021-08-31,AFRM,"@commandenteSD @MalibuPrivate Sometimes better to be lucky, than good. (recall your $AFRM trade last Friday) :-)",0.872,Positive
234,234,2021-08-31,ROOT,"Did you $ROOT for $ROOT and #SellTheSpike near the open? Now after 38m shares trades and a pullack, you can go long again with a 9-10% stop below todays lows  https://t.co/yycX5OHtEm",-0.2023,Neutral
235,235,2021-08-31,ROOT,"Did you $ROOT for $ROOT and #SellTheSpike near the open? Now after 38m shares trades and a pullack, you can go long again with a 9-10% stop below todays lows  https://t.co/yycX5OHtEm",-0.2023,Neutral
236,236,2021-08-31,BGFV,@unusual_whales Mentioned it yesterday Big5 $BGFV :-) #wheeeeee  https://t.co/WtWTINU9Ye,0.3182,Neutral
237,237,2021-08-30,KPLT,Heres another #ElSquuueeezzzo trying to fill the gap $KPLT  https://t.co/uQ1wqKpD1B,0.0,Neutral
238,238,2021-08-30,BGFV,$BGFV think I'm gonna sell some here...300 &amp; 900% respectively ....anyone else? Ferris? Ferris? Beuuuullller?  https://t.co/J0YieSiNRp,0.5204,Positive
239,239,2021-08-30,AAPL,$AAPL Oct1st $180Cs....strange huh?  https://t.co/NuwHo9Rq98,0.0,Neutral
240,240,2021-08-30,AAPL,Ready for another round of $AAPL juice this morning? I sure am  https://t.co/q43YfSGV5P,0.5859,Positive
241,241,2021-08-30,SDC,$SDC round #2,0.0,Neutral
242,242,2021-08-30,BGFV,"Boom, boom, #Maliboom eh @sandiegosam needs to go shop at $BGFV now",0.0,Neutral
243,243,2021-08-30,ROOT,"Shorts received a $ROOT canal, I received a ton of $ROOT beer on this #ElSquuueeezzzooo to the tune of 300-450%  https://t.co/4RKArHox79",0.0,Neutral
244,244,2021-08-30,ROOT,"Shorts received a $ROOT canal, I received a ton of $ROOT beer on this #ElSquuueeezzzooo to the tune of 300-450%  https://t.co/4RKArHox79",0.0,Neutral
245,245,2021-08-30,BGFV,$BGFV  #ShortSqueeze #ShortInterest @ORTEX,0.0,Neutral
246,246,2021-08-30,BGFV,@SwaggyStocks $BGFV big #ShortInterest #ShortSqueeze,0.0,Neutral
247,247,2021-08-30,BIGF,@TradesTrey $BIGF Big 5 sporting goods,0.0,Neutral
248,248,2021-08-30,BGFV,@unusual_whales @TradesTrey $BGFV Big5,0.0,Neutral
249,249,2021-08-29,UPST,Good morning. Happy #Sundayfunday ! Did you know THIS about $UPST ?  https://t.co/kgwaLdxysJ,0.784,Positive
250,250,2021-08-29,COST,Look whats new at $COST touchless condiments for all those hot dogs ! Cleanup on aisle 1 !  https://t.co/u6DsAFRzhB,0.0,Neutral
251,251,2021-08-29,COST,long $COST  Costco Is Opening Even More New Warehouses In These Areas  https://t.co/9wUQIa8H8y,0.0,Neutral
252,252,2021-08-28,INMD,"$INMD $ATKR and $SWAV are nymbers 1,3, and 4 respectively in the IBD Top 50 this week. However, we  have a new #2.  what is it?",0.4939,Neutral
253,253,2021-08-28,ATKR,"$INMD $ATKR and $SWAV are nymbers 1,3, and 4 respectively in the IBD Top 50 this week. However, we  have a new #2.  what is it?",0.4939,Neutral
254,254,2021-08-28,SWAV,"$INMD $ATKR and $SWAV are nymbers 1,3, and 4 respectively in the IBD Top 50 this week. However, we  have a new #2.  what is it?",0.4939,Neutral
255,255,2021-08-28,HP,$HP Helmerich &amp; Payne. Take note of the downtrend break. And #TrainTheEye  https://t.co/MgYY1k0pQh,0.0,Neutral
256,256,2021-08-28,CAKE,"Having a late night snack at THE FIRST $CAKE in the USA, in #BeverlyHills Ca.  Mmmmm @sandiegosam 😁  https://t.co/RakvFdN4mA",0.4588,Neutral
257,257,2021-08-28,ROKU,$ROKU: $390 next ?  https://t.co/qe2isoW9eJ,0.0,Neutral
258,258,2021-08-28,UPST,I keep saying it doesnt take alot to  get started in options. Here with $UPST $1360 turned into $6440 and my teenage nephew gonna be happy cause. I closed his Sep $195C contracts at $32 and change from $6.80 for a cool 375% it took just over 2 weeks.  https://t.co/8AKu8MDeiF,0.7184,Positive
259,259,2021-08-27,PLTR,"$PLTR going for B/O here, $27/28 in sight  https://t.co/IO5RtsT2yX",0.0,Neutral
260,260,2021-08-27,BILL,@sandiegosam @JeffCooperLive Now check wheel for $BILL 😉,0.0,Neutral
261,261,2021-08-27,DSX,"$DSX sold 1/3 at 35c (from 15c) for a cool 130%+ so it took 4 days, so what? 😉  https://t.co/sjm0MpvAwj",0.3182,Neutral
262,262,2021-08-27,SPRT,$SPRT Eleven (11) years ago. Shout out @tbrigucci who's been all over it the last two (2) weeks Classic @MalibuInvest #ElSquuueeezzzooo  https://t.co/JecHl59NfX,0.0,Neutral
263,263,2021-08-27,ROKU,"$ROKU green to red, no bueno",-0.296,Neutral
264,264,2021-08-27,SQQQ,$SQQQ these were 11c/12c yesterday #hedge (16&amp;17c now)  https://t.co/GTPJjombjA,0.0,Neutral
265,265,2021-08-26,ROKU,$ROKU the chart I put out earlier to the peeps over @MalibuPrivate  https://t.co/rHbT7NsBVs,0.0,Neutral
266,266,2021-08-26,LCID,"$LCID Lucid says its first electric car drove 445 miles from Los Angeles to SF without charging, easily besting Tesla's range  https://t.co/1mQPabiztb",-0.2584,Neutral
267,267,2021-08-26,UPST,$UPST Patelco Credit Union Selects Upstart for Personal Lending  https://t.co/HRLQmJZ5Pj,0.3818,Neutral
268,268,2021-08-25,PRTA,$PRTA,0.0,Neutral
269,269,2021-08-25,JNJ,$JNJ   https://t.co/PPWScyXGUV,0.0,Neutral
270,270,2021-08-25,NVDA,Sold some more $NVDA at $10.15 (from $3.70) for a cool $35K + in less than a week  https://t.co/WbBHQFJxaa,0.3182,Neutral
271,271,2021-08-25,BLDR,$BLDR approaching a triple top breakout  https://t.co/P7cmYEpXWn,0.2023,Neutral
272,272,2021-08-25,NVDA,"$NVDA after a one (1) day nap he's off again to the races. You didnt think he was finished, did ya?🤔",0.0,Neutral
273,273,2021-08-25,INTU,"$INTU Intuit strong quarter, strong premarket breakout",0.765,Positive
274,274,2021-08-25,NUE,"Want something NEW? Ok, $NUE has a $126 trigger  https://t.co/IgoT5k119c",0.0772,Neutral
275,275,2021-08-25,DKS,"$DKS blowout makes sense; pandemic stock, get out or stay in and exercise/play, much like $PTON.  Keep an eye on ancillary play $BGFV Big5 west coast sporting goods name here.",0.5994,Positive
276,276,2021-08-25,PTON,"$DKS blowout makes sense; pandemic stock, get out or stay in and exercise/play, much like $PTON.  Keep an eye on ancillary play $BGFV Big5 west coast sporting goods name here.",0.5994,Positive
277,277,2021-08-25,BGFV,"$DKS blowout makes sense; pandemic stock, get out or stay in and exercise/play, much like $PTON.  Keep an eye on ancillary play $BGFV Big5 west coast sporting goods name here.",0.5994,Positive
278,278,2021-08-25,SPRT,"$SPRT thats why over @MalibuPrivate I preach #SellTheSpike, eh @sandiegosam @Taylor_Rehab ?  https://t.co/pUsByeM6lb",0.0,Neutral
279,279,2021-08-25,NVAX,$NVAX $MRNA $PFE etc,0.0,Neutral
280,280,2021-08-25,MRNA,$NVAX $MRNA $PFE etc,0.0,Neutral
281,281,2021-08-25,PFE,$NVAX $MRNA $PFE etc,0.0,Neutral
282,282,2021-08-24,SPRT,What did @sandiegosam say about $SPRT? Just #SoldTheSpike for over 100% and nearly 300%  https://t.co/vlF7jQnqjx,0.0,Neutral
283,283,2021-08-24,CRWD,$CRWD Crwodstrike going into the Nasdaq 100 on Aug26th #TrainTheEye  https://t.co/oBzItT5BKs,0.0,Neutral
284,284,2021-08-24,AAPL,$AAPL triggered  https://t.co/I3gJMzT9Wx,0.0,Neutral
285,285,2021-08-24,ASAN,$ASAN $80 should trigger him long #TrainTheEye  https://t.co/awsEuCa4E7,0.0,Neutral
286,286,2021-08-24,NVDA,"$NVDA this was one of my purchases made last week. yes a 100 lot. And they are $7.85 now. $40G over the weekend, nothng to sneeze at.🤧😉  https://t.co/AJfUn4pLx0",0.4019,Neutral
287,287,2021-08-24,DSX,$DSX Hmmmm  https://t.co/0Rj2tXJyvh,0.0,Neutral
288,288,2021-08-23,AMD,$AMD weekly #superlotto $110Cs 👀👀,0.0,Neutral
289,289,2021-08-23,CVX,#Oil $CVX $HAL $OIH etc etc and service names up in conjunction with $PFE FDA approval see the logical connection? (takes a few steps),0.4767,Neutral
290,290,2021-08-23,HAL,#Oil $CVX $HAL $OIH etc etc and service names up in conjunction with $PFE FDA approval see the logical connection? (takes a few steps),0.4767,Neutral
291,291,2021-08-23,OIH,#Oil $CVX $HAL $OIH etc etc and service names up in conjunction with $PFE FDA approval see the logical connection? (takes a few steps),0.4767,Neutral
292,292,2021-08-23,PFE,#Oil $CVX $HAL $OIH etc etc and service names up in conjunction with $PFE FDA approval see the logical connection? (takes a few steps),0.4767,Neutral
293,293,2021-08-23,AAPL,$AAPL Sep3 $152 or $155Cs looking appetizing on a break of $150,0.0,Neutral
294,294,2021-08-23,ASAN,$ASAN needs $80ish  #TrainTheEye  https://t.co/aG5OJ7Rxr7,0.0,Neutral
295,295,2021-08-23,NVDA,"You did get these $NVDA calls last Friday, didnt you over @MalibuPrivate ?  Heck, already at $4.30 for a cool 135% over the weekend 😁  https://t.co/32kq7kM4Ml",0.6486,Positive
296,296,2021-08-23,NVDA,$NVDA NHOD NHOY,0.0,Neutral
297,297,2021-08-23,LULU,Long $LULU calls,0.0,Neutral
298,298,2021-08-23,PFE,FDA grants full approval to Pfizer's COVID-19 vaccine. $PFE $MRNA etc etc,0.6124,Positive
299,299,2021-08-23,MRNA,FDA grants full approval to Pfizer's COVID-19 vaccine. $PFE $MRNA etc etc,0.6124,Positive
300,300,2021-08-23,NVDA,$NVDA #ICYMI  https://t.co/LpY59ADiIr,0.0,Neutral
301,301,2021-08-23,NVDA,Our $NVDA breaking out pre markket with new ATH's,0.0,Neutral
302,302,2021-09-01,SV,"@peony_king @DJohnson_CPA @JulianKlymochko The redeemed shares are still considered redeemed. If the deal doesn't close, $SV can decide to continue looking for another target &amp; the previously redeemed shares would be returned to holders. Alternatively, $SV could opt to liquidate, but that's unlikely. They have time left.",0.631,Positive
303,303,2021-09-01,SV,"@peony_king @DJohnson_CPA @JulianKlymochko The redeemed shares are still considered redeemed. If the deal doesn't close, $SV can decide to continue looking for another target &amp; the previously redeemed shares would be returned to holders. Alternatively, $SV could opt to liquidate, but that's unlikely. They have time left.",0.631,Positive
304,304,2021-08-31,MACQ,"Have u ever wondered how if u buy a pair of pants, the Banner Ad follows u all over the internet?  Well, u can find out in our latest podcast where we talk to Jim Lawson, CEO of AdTheorent, which announced a deal w/MCAP $MACQ. Give it a listen! @AdTheorent  https://t.co/8jCg5ED6x3",0.3382,Neutral
305,305,2021-08-30,PAIC,"Ask and ye shall receive....Deal Announcement!  Petra Acquisition Inc $PAIC to combine with Revelation Biosciences, which provides therapeutics and diagnostics for respiratory viral infections, including Covid... EV is $128M. #SPAC    https://t.co/EDMMRfVkt2",0.0,Neutral
306,306,2021-08-30,SPAC,"Had to get a Covid test today &amp; found out @UHC (United Healthcare) wouldn’t pay for it. I’m self employed so I pay ~$1,000/mo to UHC &amp; they wouldn’t even pay for a test in a pandemic. Somebody please disrupt health insurance, $SPAC it, &amp; put the greedy assholes at UHC out of biz",-0.539,Negative
307,307,2021-08-27,GOAC,"49 Law Firms unite and push back on recent SPAC litigation. State these suits are ""without factual or legal basis"".  Most lawyers can't agree on anything, yet 49 law firms have come together and agreed Jackson and Morley are wrong. #SPAC $GOAC $ETAC $PSTH   https://t.co/1YmlESMe2K",-0.675,Negative
308,308,2021-08-27,ETAC,"49 Law Firms unite and push back on recent SPAC litigation. State these suits are ""without factual or legal basis"".  Most lawyers can't agree on anything, yet 49 law firms have come together and agreed Jackson and Morley are wrong. #SPAC $GOAC $ETAC $PSTH   https://t.co/1YmlESMe2K",-0.675,Negative
309,309,2021-08-27,PSTH,"49 Law Firms unite and push back on recent SPAC litigation. State these suits are ""without factual or legal basis"".  Most lawyers can't agree on anything, yet 49 law firms have come together and agreed Jackson and Morley are wrong. #SPAC $GOAC $ETAC $PSTH   https://t.co/1YmlESMe2K",-0.675,Negative
310,310,2021-08-26,OPA,Deal Announcement! The rumors are true...  Magnum Opus $OPA to combine with Forbes Global Media Holdings for an enterprise value of $630 million   https://t.co/kln3B7NtlW,0.6696,Positive
311,311,2021-08-26,CLOV,"Clover is extending their redemption date for their warrants to September 9th. 90% have already exercised, but keep in mind you MUST exercise or your warrants will be worthless after that date.  You now have extra time to do so. $CLOV   https://t.co/6fOkms8za0",-0.5927,Negative
312,312,2021-08-25,PSTH,Here's the tl;dr version of White &amp; Case's statement regarding the recent lawsuits. It gets a little spicy. #SPAC $PSTH $GOAC $ETAC   https://t.co/0BSct1bowN,-0.1531,Neutral
313,313,2021-08-25,GOAC,Here's the tl;dr version of White &amp; Case's statement regarding the recent lawsuits. It gets a little spicy. #SPAC $PSTH $GOAC $ETAC   https://t.co/0BSct1bowN,-0.1531,Neutral
314,314,2021-08-25,ETAC,Here's the tl;dr version of White &amp; Case's statement regarding the recent lawsuits. It gets a little spicy. #SPAC $PSTH $GOAC $ETAC   https://t.co/0BSct1bowN,-0.1531,Neutral
315,315,2021-08-25,ACBA,"I forgot to tweet this this morning amidst all the other SPAC drama.  But...deal announcement!  Ace Global Business $ACBA to combine with DDC Enterprise Limited, a digital publisher and merchandiser, for $300M EV.   https://t.co/Ws4UUaFGuk",-0.2942,Neutral
316,316,2021-08-25,PSTH,"White &amp; Case, a white-shoe law firm working on many of the higher profile SPACs, just clapped back at the lawyers suing $PSTH  ""It is unfortunate that the lawyers are concocting spurious claims as a means of pursuing their agenda.""  Link:  https://t.co/a6TmqEqPzr #SPAC @BillAckman",-0.6249,Negative
